Date,Duration,Data_Usage,Call_Type
2025-12-06 14:17:15.391434,1341,213.19,Internal
2025-12-10 10:05:04.391434,3359,353.12,Internal
2025-12-07 17:45:23.391434,2072,263.66,Internal
2025-12-28 22:27:32.391434,441,46.63,International
2025-12-05 19:39:20.391434,3020,389.34,Internal
2025-12-12 22:10:07.391434,2131,0.0,Internal
2025-12-18 13:45:57.391434,2024,0.0,International
2025-12-28 23:44:28.391434,2725,294.92,Internal
2025-12-11 17:56:12.391434,3554,199.77,Internal
2025-12-22 07:37:29.391434,2809,183.49,Internal
2025-12-17 10:00:17.391434,1907,383.78,International
2025-12-10 04:51:42.391434,1062,392.94,Internal
2025-12-15 10:44:25.391434,2823,439.97,Internal
2025-12-24 20:32:54.391434,1569,293.54,International
2025-12-26 07:04:25.391434,2058,460.88,Internal
2025-12-07 14:09:05.391434,2751,278.34,International
2025-12-19 21:53:04.391434,522,287.32,Internal
2025-12-18 08:50:51.391434,853,112.84,Internal
2025-12-09 04:10:28.391434,101,411.56,International
2025-12-20 17:49:08.391434,444,108.31,International
2025-12-28 11:41:19.391434,421,69.24,Internal
2025-12-21 10:40:17.391434,2874,0.0,Internal
2025-12-21 22:04:35.391434,431,287.12,Internal
2025-12-26 08:59:30.391434,2067,382.02,Internal
2025-12-09 07:16:46.391434,63,55.02,Roaming
2025-12-13 10:58:09.391434,2838,367.62,International
2025-12-05 11:59:45.391434,1143,0.0,International
2025-12-28 14:09:29.391434,1833,89.08,Internal
2025-12-26 19:48:05.391434,1369,436.41,Internal
2025-12-28 06:27:20.391434,259,268.88,Internal
2025-12-17 22:06:16.391434,798,300.06,Internal
2025-12-10 13:21:54.391434,668,410.97,Internal
2025-12-10 03:53:32.391434,310,194.09,International
2025-12-18 01:52:52.391434,301,0.0,Internal
2025-12-28 20:43:19.391434,2829,215.21,International
2025-12-01 09:18:27.391434,3249,0.0,International
2025-12-28 22:40:21.391434,3150,0.0,International
2025-12-11 22:49:05.391434,2057,0.0,Internal
2025-12-01 20:54:52.391434,241,0.0,Internal
2025-12-14 13:54:48.391434,1222,467.59,International
2025-12-16 09:30:03.391434,2464,0.0,Internal
2025-12-01 18:37:35.391434,1839,0.0,International
2025-11-30 04:26:56.391434,2086,221.34,International
2025-12-27 04:12:19.391434,494,0.0,International
2025-12-23 04:02:06.391434,2362,0.0,International
2025-12-10 16:32:43.391434,2578,336.41,Internal
2025-12-02 08:09:14.391434,417,283.84,Internal
2025-12-08 14:31:28.391434,114,0.0,Internal
2025-12-11 04:29:16.391434,2963,0.0,Internal
2025-12-16 17:08:31.391434,3444,35.89,Emergency
2025-12-03 20:19:26.391434,3324,391.33,International
2025-12-14 05:38:55.391434,2760,446.13,Internal
2025-12-25 11:38:31.391434,3255,73.05,Internal
2025-12-15 02:57:28.391434,268,53.92,Internal
2025-12-23 16:44:12.391434,2337,0.0,International
2025-12-27 15:41:23.391434,1466,0.0,Internal
2025-12-01 17:03:59.391434,1425,420.03,Internal
2025-12-13 14:54:44.391434,1057,0.0,International
2025-12-01 16:29:10.391434,2957,357.0,Roaming
2025-12-21 02:20:19.391434,603,0.0,International
2025-12-12 00:52:13.391434,2581,0.0,Internal
2025-12-07 05:16:45.391434,952,0.0,International
2025-12-10 08:16:18.391434,2263,0.0,Internal
2025-11-29 05:02:36.391434,3354,21.51,Internal
2025-12-28 19:26:46.391434,3058,110.83,Internal
2025-12-21 20:34:55.391434,2601,165.04,Internal
2025-12-05 13:17:59.391434,2664,159.57,International
2025-12-14 06:18:52.391434,2799,352.0,Internal
2025-12-25 22:23:55.391434,1440,0.0,Emergency
2025-12-29 06:04:52.391434,1711,422.91,International
2025-12-18 14:39:04.391434,2167,316.45,International
2025-12-06 15:18:39.391434,3228,453.68,International
2025-12-18 12:36:55.391434,1495,275.64,Internal
2025-12-21 04:05:03.391434,1172,0.0,Internal
2025-12-10 11:36:47.391434,2282,0.0,International
2025-12-19 02:55:14.391434,2862,321.67,International
2025-12-18 20:36:45.391434,2081,219.67,Internal
2025-12-02 19:39:14.391434,3410,198.69,Emergency
2025-12-12 08:15:04.391434,563,477.65,Internal
2025-12-18 22:39:36.391434,3297,291.66,International
2025-12-09 13:29:23.391434,1471,0.0,Internal
2025-12-21 16:12:12.391434,3591,151.89,Internal
2025-11-29 16:44:38.391434,3150,346.91,Internal
2025-12-01 06:33:04.391434,1503,494.48,Internal
2025-12-28 10:23:25.391434,1041,176.27,Internal
2025-12-08 14:05:12.391434,2035,309.5,Internal
2025-12-23 22:36:17.391434,1490,34.25,Internal
2025-12-12 20:19:41.391434,1151,152.83,Internal
2025-12-19 01:11:11.391434,412,352.75,Internal
2025-12-09 08:05:42.391434,1653,32.94,Internal
2025-12-28 15:21:28.391434,2749,47.9,International
2025-12-01 00:07:07.391434,2693,120.38,Internal
2025-12-26 05:48:01.391434,2960,232.37,Internal
2025-12-05 00:39:52.391434,3241,88.68,Internal
2025-12-15 01:44:59.391434,1457,368.59,Internal
2025-12-12 21:03:31.391434,580,87.29,Internal
2025-12-11 06:45:33.391434,2469,0.0,Internal
2025-11-29 09:43:40.391434,3331,0.0,Internal
2025-12-15 09:29:57.391434,573,420.22,Internal
2025-12-02 15:19:39.391434,1032,0.0,International
2025-12-02 21:37:59.391434,877,217.03,Internal
2025-12-11 16:33:27.391434,416,0.0,Internal
2025-12-09 16:45:38.391434,2547,0.0,Internal
2025-12-10 03:43:30.391434,2881,130.74,Internal
2025-12-09 04:28:05.391434,2312,0.0,International
2025-12-18 16:32:40.391434,319,444.49,Internal
2025-12-23 14:13:28.391434,764,115.44,Internal
2025-12-13 21:59:55.391434,2571,408.34,International
2025-12-26 04:48:31.391434,3372,0.0,Internal
2025-12-13 12:08:43.391434,220,421.48,International
2025-12-07 13:47:05.391434,2789,296.78,Internal
2025-12-15 22:01:09.391434,1078,122.84,Internal
2025-11-29 08:35:37.391434,2393,148.29,Internal
2025-12-20 23:44:38.391434,1775,478.95,Internal
2025-12-03 07:07:46.391434,2154,294.69,International
2025-12-27 15:49:26.391434,2161,0.0,Roaming
2025-12-04 23:29:35.391434,1221,143.09,Internal
2025-12-08 21:14:04.391434,1659,68.88,Internal
2025-11-29 01:11:17.391434,889,371.86,Internal
2025-12-10 00:52:35.391434,1305,0.0,Roaming
2025-12-26 16:15:08.391434,3133,200.26,Internal
2025-12-21 03:20:21.391434,1896,0.0,Internal
2025-12-06 11:37:10.391434,3173,0.0,International
2025-12-04 16:24:45.391434,3518,92.45,Internal
2025-11-30 05:24:42.391434,3150,0.0,Internal
2025-12-02 15:43:57.391434,2056,34.68,International
2025-12-15 17:25:16.391434,1614,325.09,Internal
2025-12-09 14:58:14.391434,1081,60.11,Internal
2025-12-20 15:30:00.391434,1695,263.83,International
2025-12-28 23:54:08.391434,934,150.64,Roaming
2025-12-23 18:26:12.391434,3556,159.67,Emergency
2025-12-19 00:25:38.391434,820,268.7,International
2025-12-11 14:16:27.391434,1578,0.0,Internal
2025-12-05 10:03:09.391434,3320,158.22,Internal
2025-12-15 12:24:52.391434,3178,10.37,International
2025-12-29 05:02:21.391434,3569,50.2,International
2025-12-11 05:52:49.391434,2395,0.0,Internal
2025-12-22 10:21:05.391434,1833,356.32,Internal
2025-12-04 00:35:20.391434,1023,171.62,Internal
2025-12-02 16:30:51.391434,567,0.0,International
2025-12-10 16:23:06.391434,2040,78.87,International
2025-12-02 00:39:46.391434,2598,230.3,Roaming
2025-11-30 00:09:57.391434,262,0.0,Internal
2025-12-28 16:35:50.391434,2516,375.8,International
2025-12-02 07:56:39.391434,1782,0.0,Internal
2025-12-12 07:16:30.391434,2191,0.0,Internal
2025-12-24 04:17:27.391434,1597,83.06,International
2025-12-08 14:10:58.391434,2881,176.92,International
2025-12-27 00:54:55.391434,1231,157.01,Internal
2025-12-15 02:46:40.391434,1760,0.0,International
2025-12-07 23:33:44.391434,1498,340.89,Internal
2025-12-28 14:10:32.391434,2408,36.13,International
2025-12-10 08:19:16.391434,950,0.0,International
2025-12-04 17:43:33.391434,1601,49.11,Internal
2025-12-24 17:59:46.391434,2752,0.0,International
2025-11-30 09:41:07.391434,2554,491.34,Internal
2025-12-21 00:46:51.391434,1117,387.14,Internal
2025-12-10 23:11:03.391434,891,0.0,Emergency
2025-12-08 05:10:45.391434,3262,389.94,Internal
2025-12-16 00:14:16.391434,1565,0.0,Internal
2025-12-03 02:03:11.391434,3146,462.89,Internal
2025-12-18 15:28:29.391434,891,62.91,International
2025-12-29 07:40:43.391434,2999,99.24,Internal
2025-12-04 01:33:44.391434,2297,387.63,Roaming
2025-12-29 04:25:03.391434,83,440.07,Internal
2025-12-16 16:35:57.391434,2416,331.41,Internal
2025-12-26 20:06:43.391434,141,0.0,Internal
2025-12-10 14:58:11.391434,2595,336.74,Internal
2025-12-27 13:41:25.391434,78,0.0,Internal
2025-12-16 00:04:54.391434,2967,22.24,Internal
2025-12-16 18:51:40.391434,2794,457.83,Internal
2025-12-04 22:52:58.391434,2839,367.38,Internal
2025-12-21 08:17:35.391434,1517,191.52,Internal
2025-12-15 14:14:47.391434,1697,0.0,International
2025-11-29 02:07:37.391434,268,0.0,Internal
2025-12-12 20:32:50.391434,1871,0.0,Internal
2025-12-24 16:40:28.391434,494,389.68,Internal
2025-12-08 06:01:45.391434,2159,0.0,International
2025-12-02 20:25:20.391434,1443,485.31,Internal
2025-12-14 11:10:15.391434,2110,158.75,Internal
2025-12-13 22:08:06.391434,2345,66.97,Internal
2025-12-09 09:08:29.391434,1097,0.0,International
2025-12-23 23:49:30.391434,31,0.0,Internal
2025-12-15 18:36:28.391434,2034,434.1,International
2025-12-06 14:59:15.391434,2590,0.0,Internal
2025-12-22 21:15:47.391434,2736,386.67,International
2025-12-11 07:36:27.391434,3130,486.77,International
2025-12-23 16:06:38.391434,512,177.02,Internal
2025-12-25 00:35:20.391434,2996,54.31,International
2025-12-06 20:04:00.391434,538,277.3,Internal
2025-12-10 20:01:04.391434,2379,89.5,International
2025-12-11 06:43:02.391434,2883,395.49,Internal
2025-12-04 23:50:06.391434,970,5.74,Internal
2025-12-26 04:46:48.391434,2841,286.67,Internal
2025-12-24 06:54:04.391434,389,449.94,Internal
2025-12-25 02:15:13.391434,66,395.93,Internal
2025-12-05 12:39:59.391434,902,0.0,Internal
2025-11-28 23:20:56.391434,1091,97.94,Emergency
2025-12-28 22:46:41.391434,3393,0.0,Internal
2025-12-02 12:14:29.391434,2354,487.24,Internal
2025-12-26 06:27:36.391434,631,0.0,International
2025-12-25 22:42:37.391434,1069,165.32,International
2025-12-08 15:51:49.391434,3349,182.04,Internal
2025-12-02 04:11:41.391434,24,0.0,Internal
2025-12-10 16:25:40.391434,2486,305.41,International
2025-12-10 04:24:23.391434,3182,210.85,International
2025-11-28 17:35:46.391434,3374,201.28,Internal
2025-12-19 19:22:55.391434,1487,161.0,Internal
2025-12-04 07:39:25.391434,2427,0.0,Internal
2025-12-04 06:58:17.391434,344,0.0,Internal
2025-12-07 23:28:54.391434,821,157.88,Internal
2025-12-19 02:20:50.391434,2617,56.56,Internal
2025-12-11 06:32:57.391434,1721,79.2,Internal
2025-12-23 04:57:54.391434,2838,36.77,Internal
2025-12-17 00:12:35.391434,519,0.0,Emergency
2025-12-08 22:45:39.391434,195,0.0,Internal
2025-12-20 15:18:37.391434,2281,186.09,Internal
2025-12-12 19:56:57.391434,2027,396.69,Internal
2025-12-24 01:22:02.391434,1885,294.44,Internal
2025-12-08 07:31:23.391434,1322,293.14,Internal
2025-12-22 14:20:41.391434,2833,25.81,Internal
2025-11-28 15:35:08.391434,28,0.0,Internal
2025-12-21 08:33:34.391434,2972,258.85,Internal
2025-12-11 00:05:55.391434,2417,458.2,Internal
2025-12-08 19:33:28.391434,2492,0.0,International
2025-12-01 03:54:17.391434,1110,413.35,Internal
2025-12-13 00:03:42.391434,2449,322.56,Internal
2025-11-28 23:37:07.391434,1798,430.66,Internal
2025-12-22 11:20:02.391434,325,143.54,Internal
2025-12-22 17:47:33.391434,3079,0.0,Roaming
2025-12-17 00:12:27.391434,773,0.0,Internal
2025-12-12 01:02:42.391434,728,261.8,International
2025-12-01 23:13:52.391434,1186,223.08,Internal
2025-12-25 12:40:32.391434,538,316.19,Internal
2025-12-12 07:16:23.391434,2691,220.58,Roaming
2025-12-02 21:51:31.391434,2866,0.0,Internal
2025-12-12 03:21:51.391434,625,432.15,International
2025-12-11 06:52:10.391434,919,0.0,Roaming
2025-12-10 15:09:42.391434,2409,245.73,Internal
2025-12-04 22:19:56.391434,806,492.41,Internal
2025-12-09 02:44:27.391434,998,0.0,Emergency
2025-12-20 07:05:30.391434,557,384.43,Internal
2025-12-29 03:43:44.391434,1650,336.49,International
2025-11-30 17:17:58.391434,1079,426.8,Emergency
2025-12-28 14:46:03.391434,1402,477.36,Roaming
2025-12-26 09:26:12.391434,112,377.4,Internal
2025-12-19 19:39:27.391434,3088,464.53,International
2025-12-20 14:53:40.391434,3031,290.3,International
2025-12-06 10:13:00.391434,2913,447.07,Internal
2025-12-27 09:32:45.391434,2462,0.0,Internal
2025-12-24 22:43:39.391434,2399,59.14,International
2025-12-13 16:32:35.391434,2087,0.0,International
2025-12-25 07:10:57.391434,443,181.27,Internal
2025-12-13 10:53:33.391434,1468,358.11,Internal
2025-12-18 16:39:54.391434,2915,347.26,International
2025-12-08 22:00:28.391434,1162,209.63,International
2025-12-14 15:22:00.391434,1773,151.92,Emergency
2025-12-27 12:31:47.391434,3593,73.55,International
2025-12-07 08:51:54.391434,896,270.17,Internal
2025-12-15 21:54:00.391434,1139,126.34,Internal
2025-12-09 23:05:34.391434,3554,0.0,Emergency
2025-12-11 06:29:01.391434,3547,240.76,International
2025-12-08 16:02:54.391434,1975,0.0,International
2025-12-18 16:07:26.391434,2748,341.32,Internal
2025-12-20 01:01:12.391434,2301,0.0,Internal
2025-12-19 11:50:00.391434,963,358.91,Internal
2025-12-01 08:06:20.391434,2749,0.0,Roaming
2025-12-16 21:19:45.391434,1940,0.0,Internal
2025-12-02 01:11:27.391434,3548,464.67,International
2025-12-14 23:19:52.391434,2882,174.07,International
2025-12-11 17:33:22.391434,489,355.22,Internal
2025-12-06 03:51:31.391434,3263,0.0,International
2025-12-06 05:07:36.391434,2393,426.8,Internal
2025-12-23 20:05:11.391434,1258,350.17,Roaming
2025-12-09 19:12:37.391434,1154,93.6,Internal
2025-12-25 11:26:21.391434,159,244.89,Internal
2025-12-11 10:49:19.391434,929,50.43,International
2025-12-02 07:24:39.391434,1131,276.84,Internal
2025-12-12 15:54:57.391434,2492,432.59,Internal
2025-12-03 05:49:19.391434,3066,413.15,International
2025-12-17 15:35:22.391434,2447,77.17,Internal
2025-12-20 03:21:49.391434,3206,211.89,Internal
2025-12-25 17:31:07.391434,1798,221.61,Internal
2025-12-14 20:19:34.391434,2971,48.84,Internal
2025-11-30 18:04:38.391434,420,0.0,Internal
2025-12-06 02:31:02.391434,3009,343.83,Internal
2025-12-06 09:12:32.391434,3251,433.49,Internal
2025-12-19 09:23:00.391434,2861,0.0,International
2025-12-05 20:53:02.391434,3522,0.0,Internal
2025-12-17 20:32:53.391434,1914,421.18,Emergency
2025-12-24 14:51:33.391434,2270,0.0,Internal
2025-12-01 03:24:48.391434,2843,0.0,Internal
2025-12-11 15:17:03.391434,842,417.81,Internal
2025-12-12 10:51:11.391434,1948,163.84,Internal
2025-12-24 22:18:09.391434,2578,0.0,International
2025-12-18 14:56:11.391434,716,490.78,Internal
2025-12-21 01:07:43.391434,3302,444.2,International
2025-12-17 22:15:22.391434,2930,0.0,Internal
2025-12-17 14:33:25.391434,3219,62.86,International
2025-12-07 07:42:28.391434,549,264.97,Emergency
2025-12-19 21:04:04.391434,2648,0.0,Internal
2025-12-10 13:53:18.391434,213,320.25,International
2025-12-29 06:30:25.391434,1866,0.0,International
2025-12-03 12:02:10.391434,1873,459.95,International
2025-12-15 19:10:43.391434,2033,87.84,International
2025-12-14 12:19:42.391434,868,74.04,Emergency
2025-12-25 14:43:34.391434,364,0.0,Internal
2025-12-21 18:41:53.391434,1284,0.0,Internal
2025-12-17 21:55:34.391434,1315,0.0,Internal
2025-12-02 17:28:43.391434,1803,5.07,Internal
2025-12-09 16:45:26.391434,2884,385.79,Internal
2025-12-01 06:50:58.391434,3454,55.42,International
2025-11-28 18:59:23.391434,2589,158.74,International
2025-12-17 18:16:44.391434,1219,418.93,Internal
2025-12-26 07:01:28.391434,2002,373.11,Internal
2025-12-02 17:57:46.391434,2598,486.38,Internal
2025-12-23 14:08:06.391434,1750,397.49,International
2025-12-27 14:41:07.391434,49,0.0,Internal
2025-12-06 20:52:05.391434,2741,0.0,Internal
2025-12-28 04:30:19.391434,3393,371.93,International
2025-12-10 18:27:00.391434,2218,67.2,Internal
2025-12-24 16:47:13.391434,2348,164.97,International
2025-12-12 21:52:32.391434,700,34.48,Internal
2025-12-15 04:50:15.391434,28,184.55,International
2025-12-23 06:22:14.391434,3349,432.3,Internal
2025-12-11 05:25:31.391434,282,5.4,Internal
2025-12-28 01:46:44.391434,1686,0.0,Internal
2025-12-11 20:04:22.391434,2634,11.52,International
2025-12-12 23:44:35.391434,1771,0.0,International
2025-12-04 20:16:24.391434,697,6.07,International
2025-12-16 08:50:45.391434,1118,476.22,Internal
2025-12-17 01:35:01.391434,2939,105.91,International
2025-12-28 20:45:00.391434,3553,324.28,International
2025-12-03 19:57:06.391434,2143,424.4,International
2025-12-11 02:41:35.391434,919,303.6,International
2025-12-13 04:32:14.391434,618,145.57,Internal
2025-12-16 00:10:11.391434,3191,291.9,International
2025-12-29 08:54:31.391434,3033,297.6,Internal
2025-12-21 19:15:02.391434,1410,0.0,International
2025-12-26 13:46:12.391434,1600,337.85,Roaming
2025-12-22 22:53:48.391434,362,402.25,International
2025-12-02 18:46:39.391434,2863,385.33,Internal
2025-12-28 00:33:15.391434,694,0.0,Internal
2025-12-25 06:35:56.391434,371,444.56,Internal
2025-12-02 09:06:16.391434,786,90.66,Emergency
2025-12-25 18:24:58.391434,3227,488.7,Internal
2025-11-30 18:29:32.391434,2272,221.52,Internal
2025-12-24 11:13:54.391434,1022,210.29,Internal
2025-12-16 12:46:38.391434,2013,497.76,Internal
2025-12-18 05:39:38.391434,3337,319.6,Internal
2025-12-16 20:54:41.391434,2271,0.0,International
2025-12-05 14:55:09.391434,2398,427.42,Internal
2025-12-01 07:10:40.391434,526,260.9,International
2025-12-10 10:19:35.391434,2435,160.04,International
2025-11-30 07:46:11.391434,1902,364.67,International
2025-12-17 13:19:08.391434,62,13.41,Internal
2025-12-10 19:13:45.391434,41,0.0,Emergency
2025-12-10 16:01:14.391434,603,227.64,Internal
2025-12-11 18:29:32.391434,583,158.22,Internal
2025-12-27 09:49:23.391434,3376,0.0,Internal
2025-12-15 16:13:41.391434,1115,393.58,Internal
2025-12-22 03:45:22.391434,2819,129.68,Internal
2025-12-08 16:10:31.391434,3332,413.94,Internal
2025-12-04 03:38:01.391434,321,460.35,Internal
2025-12-08 15:34:25.391434,1953,0.0,International
2025-12-17 15:44:59.391434,2833,176.18,Internal
2025-12-03 07:23:33.391434,2135,236.03,Internal
2025-12-23 05:53:24.391434,1846,73.92,Internal
2025-12-21 00:48:39.391434,3554,464.44,Internal
2025-12-13 11:39:15.391434,1777,232.17,Internal
2025-12-06 19:13:26.391434,1240,271.92,Internal
2025-12-11 22:03:42.391434,1235,0.0,International
2025-11-29 10:53:47.391434,3367,0.0,Internal
2025-12-17 16:43:14.391434,1730,0.0,Internal
2025-12-08 23:49:05.391434,795,234.89,Internal
2025-12-26 06:58:57.391434,3298,0.0,International
2025-12-25 20:29:21.391434,3219,0.0,International
2025-12-03 02:57:26.391434,2831,235.64,Internal
2025-12-19 03:24:48.391434,1934,0.0,Internal
2025-12-08 22:25:14.391434,783,224.34,International
2025-12-15 08:58:37.391434,2325,445.68,International
2025-12-04 03:33:45.391434,1032,225.56,Internal
2025-12-02 02:24:30.391434,623,86.95,Internal
2025-12-18 00:33:44.391434,1411,229.98,Internal
2025-12-03 19:19:46.391434,786,339.43,Internal
2025-12-26 17:32:49.391434,3465,424.77,Internal
2025-12-05 12:18:32.391434,144,469.02,Emergency
2025-12-17 14:24:20.391434,2992,0.0,International
2025-12-06 03:10:32.391434,2235,388.82,Internal
2025-12-07 10:36:15.391434,1617,0.0,International
2025-12-21 07:40:38.391434,1762,436.08,Internal
2025-12-03 18:55:09.391434,892,0.0,International
2025-12-17 08:03:40.391434,3328,433.1,International
