Date,Duration,Data_Usage,Call_Type
2025-12-13 23:02:26.465726852,1238,0.0,Internal
2025-12-22 02:29:09.500707865,867,150.97,Roaming
2025-12-07 15:10:18.808675528,1910,0.0,Emergency
2025-12-23 14:26:14.787098646,431,411.77,Emergency
2025-12-14 01:26:24.754096031,2350,172.14,International
2025-12-30 05:48:21.720309258,2232,480.78,International
2025-12-03 02:06:16.090262175,2461,0.0,International
2025-12-12 09:25:54.052527189,3257,293.67,Emergency
2025-12-03 08:50:13.569510460,505,168.4,Internal
2025-12-15 15:25:17.445565701,2358,496.72,Roaming
2025-12-11 16:14:59.595802307,44,380.67,Emergency
2025-12-25 18:12:50.023522377,498,0.0,Internal
2025-12-19 03:43:50.046763659,221,468.64,Internal
2025-12-21 17:58:34.684375048,2523,238.89,Internal
2025-12-26 20:13:45.509156704,2834,371.01,Internal
2025-12-07 06:23:59.519045830,709,195.24,Roaming
2025-12-18 23:03:34.609290123,2093,155.31,Internal
2025-11-30 22:20:42.369494677,1554,64.68,International
2025-12-08 02:48:16.524358511,935,114.47,Internal
2025-12-16 09:44:46.908779144,2511,0.0,Internal
2025-12-12 10:33:18.491933107,1115,331.68,International
2025-12-22 06:38:07.630344152,2777,15.99,Internal
2025-12-23 10:22:12.012237549,1119,0.0,Emergency
2025-12-21 02:41:32.690028429,2767,317.52,Internal
2025-12-05 17:19:17.560093164,2285,0.0,International
2025-12-18 02:14:24.182492018,936,446.47,International
2025-12-02 01:49:02.542620182,2140,402.58,International
2025-12-24 06:00:11.998837948,2096,483.14,Emergency
2025-12-08 03:27:59.246276855,1175,100.91,Internal
2025-12-01 23:58:31.435272217,1011,442.58,International
2025-12-14 09:35:31.850810051,964,167.1,Emergency
2025-12-04 18:24:13.670135260,3302,139.91,International
2025-12-04 15:14:37.143703461,2074,370.72,Internal
2025-12-27 11:15:40.357277393,1141,0.0,Internal
2025-12-06 01:07:50.445966959,238,409.49,Internal
2025-12-06 15:14:11.054943085,934,263.29,Internal
2025-12-12 05:28:23.234739542,2558,0.0,Internal
2025-12-12 08:00:21.319999456,2638,182.11,International
2025-12-15 05:05:44.802566290,2035,434.49,Internal
2025-12-07 11:23:05.265165567,930,0.0,Internal
2025-12-01 16:57:20.499085665,1535,482.1,Internal
2025-12-19 07:18:40.832455397,2538,0.0,Internal
2025-12-19 05:10:05.007743597,129,171.97,Internal
2025-12-07 06:51:17.430666685,2650,0.0,Internal
2025-12-14 01:24:46.390075684,3228,137.46,Internal
2025-12-27 11:40:07.564409018,68,295.77,Internal
2025-12-08 05:21:33.551854134,1620,0.0,Internal
2025-12-23 22:34:23.040081263,503,491.57,Internal
2025-12-07 20:14:29.850374937,1430,0.0,Internal
2025-12-13 14:59:28.283083916,2573,229.96,Internal
2025-12-07 11:25:06.309340239,1269,0.0,Roaming
2025-12-27 03:10:05.093639374,510,494.77,Internal
2025-12-23 23:02:53.649947405,3249,311.39,International
2025-12-27 00:28:45.829282761,638,0.0,Internal
2025-12-30 07:11:09.844129324,163,0.0,Internal
2025-12-02 00:37:35.927726507,2058,158.62,Internal
2025-12-27 00:00:47.816427231,1438,0.0,Internal
2025-12-28 02:46:49.417295933,2143,0.0,Roaming
2025-12-06 15:47:45.266759395,2813,123.02,Internal
2025-12-21 03:15:56.135974884,2379,27.04,Internal
2025-12-18 01:08:44.571303844,116,325.88,International
2025-12-15 21:37:49.825556755,2975,81.2,Internal
2025-12-01 02:19:22.035289049,127,0.0,International
2025-12-03 08:27:54.566882610,312,176.36,International
2025-12-19 14:52:06.610739946,1783,471.76,International
2025-12-20 07:56:01.389838934,2085,377.28,Internal
2025-12-19 06:14:50.585102320,743,0.0,Internal
2025-12-22 07:07:31.267881154,2392,94.17,Emergency
2025-12-04 06:42:03.669223070,676,77.75,International
2025-12-17 01:51:29.313147545,2115,0.0,Internal
2025-12-15 13:47:36.447692633,2622,126.94,Internal
2025-12-12 02:48:25.620009184,1972,116.18,Internal
2025-12-25 21:14:34.240106344,1669,145.87,International
2025-12-11 21:56:34.000566721,2845,214.41,International
2025-12-08 11:52:52.003882408,3047,345.8,International
2025-12-10 16:23:37.161634445,100,0.0,Internal
2025-12-03 00:57:24.900629520,655,338.6,Internal
2025-12-11 23:39:50.258015394,1475,44.86,Internal
2025-12-10 21:39:53.962737322,2921,73.89,International
2025-12-06 15:13:27.569977283,1498,0.0,Internal
2025-12-04 16:13:23.011857033,3089,318.83,Internal
2025-12-07 08:48:19.186116934,53,0.0,Emergency
2025-12-01 19:00:53.851007938,207,365.05,Internal
2025-12-29 22:57:03.999070406,462,0.0,Emergency
2025-12-28 00:10:33.169384956,462,396.69,Internal
2025-12-25 19:00:23.392431974,874,211.84,Internal
2025-12-04 14:56:52.901473761,2911,302.83,Internal
2025-12-14 18:20:24.192340851,3205,116.17,International
2025-12-09 08:31:56.926512241,2604,0.0,Internal
2025-12-15 23:32:21.192829370,609,236.89,Internal
2025-12-19 01:59:34.070182562,746,0.0,Internal
2025-12-07 14:35:19.310112238,1392,0.0,Emergency
2025-12-23 02:39:08.499363661,2140,373.54,Internal
2025-12-08 12:48:05.533865452,1607,178.6,Internal
2025-12-18 01:44:13.336786747,243,185.39,Roaming
2025-12-25 18:02:49.227699280,1940,331.53,Internal
2025-12-06 20:04:47.629980564,2824,128.98,International
2025-12-29 21:18:52.145914316,2134,313.11,Internal
2025-12-05 11:21:41.475660324,3552,0.0,Internal
2025-12-13 20:14:10.954769611,792,0.0,International
2025-12-06 20:39:26.775002956,995,92.51,International
2025-12-21 19:25:55.860073566,1099,428.51,Internal
2025-12-26 01:55:04.163724184,1705,75.74,Internal
2025-12-06 18:36:01.578734159,3157,423.22,International
2025-12-17 21:26:30.430972815,1615,0.0,Roaming
2025-12-15 10:30:18.817088127,60,456.24,International
2025-12-15 09:17:54.661953926,1013,0.0,Internal
2025-12-25 08:52:25.095028639,913,0.0,Internal
2025-12-18 05:46:34.400720358,3403,477.11,Internal
2025-12-29 06:18:25.277009964,2083,450.76,Emergency
2025-12-29 02:33:47.851100922,3060,305.81,Internal
2025-12-18 16:50:37.311091423,2430,0.0,International
2025-12-10 21:38:32.933848143,783,189.72,Emergency
2025-12-08 22:20:56.920374393,1234,111.12,Internal
2025-12-14 17:59:34.561636925,1705,310.33,International
2025-12-10 13:53:03.767463446,3367,0.0,Internal
2025-12-13 12:33:06.161870480,1366,73.27,International
2025-12-29 01:38:24.974877596,2148,349.63,Internal
2025-12-29 13:39:02.515322924,1525,0.0,Internal
2025-12-10 10:01:16.952826738,484,69.17,Internal
2025-12-10 03:35:05.846204519,2303,0.0,Internal
2025-12-29 17:40:13.608217239,1809,388.95,Internal
2025-12-23 10:35:41.426553488,899,292.06,Internal
2025-12-12 07:06:42.846931934,964,70.58,Internal
2025-12-27 00:31:50.583325863,1689,362.27,Internal
2025-12-10 05:11:04.433226347,2403,0.0,International
2025-12-21 11:37:51.585105419,2637,133.02,Roaming
2025-12-14 20:07:36.050468683,1852,0.0,International
2025-12-23 15:44:48.035930157,2301,14.13,International
2025-12-08 15:18:20.353583336,1339,135.83,Internal
2025-12-23 22:53:14.123486280,3056,379.83,International
2025-12-16 17:30:45.026232004,3409,201.54,Internal
2025-12-27 21:08:33.615327120,3392,0.0,Internal
2025-12-28 17:30:23.468439579,1311,91.6,Internal
2025-12-20 06:36:37.800851583,2468,109.11,Internal
2025-12-27 04:57:25.117782593,1977,442.76,International
2025-12-09 07:47:43.826220512,67,0.0,Internal
2025-12-16 21:49:09.540681839,1564,127.63,Internal
2025-12-13 19:29:11.620734215,1374,275.21,International
2025-12-05 05:29:28.342894316,3159,0.0,International
2025-12-10 03:10:38.723500967,2891,342.21,Internal
2025-12-20 10:32:37.652800560,281,486.32,International
2025-12-19 07:32:39.482544422,176,132.73,Roaming
2025-12-14 18:22:49.517369031,996,405.09,International
2025-12-04 08:21:04.262482881,2280,239.82,International
2025-12-02 07:32:59.845848322,3323,363.28,Internal
2025-12-12 04:45:08.678553581,1464,0.0,International
2025-12-21 05:53:33.530177354,2557,269.39,Roaming
2025-12-27 18:41:35.096999884,2888,426.97,Roaming
2025-12-14 11:29:24.085646629,686,0.0,Internal
2025-12-05 19:15:34.587699652,1191,150.41,Internal
2025-12-10 06:20:49.989654303,2118,0.0,Internal
2025-12-09 08:29:52.944554329,739,39.49,International
2025-12-12 22:00:27.916869402,3098,388.48,International
2025-12-14 01:04:18.801580667,-100,499.73,Internal
2025-12-13 09:12:01.459932566,2803,0.0,Internal
2025-12-17 06:11:21.630143642,2473,0.0,International
2025-12-26 05:28:20.549043894,555,156.39,Internal
2025-12-26 02:01:14.614113331,3365,33.19,Internal
2025-12-19 07:39:32.854139090,236,269.9,Roaming
2025-12-21 07:20:00.372559547,2314,275.92,Internal
2025-12-12 12:40:10.075118780,460,297.31,International
2025-12-24 13:31:09.059343576,805,0.0,Internal
2025-12-24 16:13:28.032425641,2602,95.57,International
2025-12-02 16:42:24.619230747,2200,0.0,Emergency
2025-12-03 20:51:51.471785069,921,164.85,Internal
2025-12-11 00:27:11.275834322,523,0.0,International
2025-12-21 00:47:19.566313505,150,313.5,International
2025-12-05 06:24:58.595927954,3128,0.0,Internal
2025-12-18 14:32:29.673248291,2131,369.41,Internal
2025-12-06 02:40:44.721952677,2671,0.0,Internal
2025-12-28 22:10:04.773833752,3310,0.0,International
2025-12-05 17:17:34.905879498,24,0.0,Internal
2025-12-08 10:13:39.715214729,2291,471.09,Internal
2025-12-14 07:55:00.816454649,1827,240.35,International
2025-12-17 20:22:54.933880091,2993,120.65,Internal
2025-12-17 16:56:03.098807335,2225,276.91,Internal
2025-12-02 01:57:35.679817915,1932,47.71,Internal
2025-12-29 14:27:58.107051611,1850,255.11,International
2025-12-14 14:17:40.815361500,2270,0.0,Internal
2025-12-14 12:34:49.140293121,2028,0.0,Emergency
2025-12-22 00:22:32.873245955,1495,134.83,Roaming
2025-12-26 05:20:40.028820276,313,0.0,Internal
2025-12-29 13:28:31.502318143,1418,0.0,Internal
2025-12-10 13:01:01.148415565,687,0.0,International
2025-12-23 00:38:39.290106773,522,219.07,International
2025-12-11 03:59:56.090061426,136,86.97,Internal
2025-12-04 07:53:36.984737396,538,209.53,International
2025-12-18 06:58:12.263426781,948,181.37,International
2025-12-06 18:12:57.155771732,2193,166.5,Internal
2025-12-01 16:12:53.940025568,2595,462.83,Internal
2025-12-16 18:04:19.115681171,188,15.15,Internal
2025-12-19 06:24:12.402092695,589,494.05,International
2025-12-11 10:43:04.213953018,2607,374.96,Internal
2025-12-25 05:50:29.329818010,1721,103.99,International
2025-12-22 17:03:00.966406345,813,465.59,Internal
2025-12-17 13:42:09.097041368,2520,260.52,Emergency
2025-12-25 07:05:46.613777876,2912,156.81,International
2025-12-16 02:26:01.621035814,186,253.73,International
2025-12-08 17:40:40.007399797,3590,290.81,International
2025-12-22 04:31:37.446198940,3305,352.19,Internal
2025-12-26 19:51:36.995764971,1909,316.33,International
2025-12-03 18:15:41.435439110,650,0.0,Internal
2025-12-17 12:22:02.697241545,183,223.15,Internal
2025-12-27 21:03:01.122863531,2748,0.0,Roaming
2025-12-05 18:55:41.954039335,796,0.0,Internal
2025-12-24 12:35:14.942222118,2323,238.69,Emergency
2025-12-17 14:38:49.204543352,1135,360.0,International
2025-12-01 17:00:12.757172823,2333,0.0,Internal
2025-12-22 09:21:18.668255091,2296,0.0,Internal
2025-12-24 00:22:33.596950769,2269,138.34,International
2025-12-02 16:54:05.308571815,1056,429.06,Emergency
2025-12-19 03:09:30.781822443,2173,0.0,Internal
2025-12-09 16:07:10.980721474,1893,0.0,Internal
2025-12-15 11:03:37.880501032,371,162.15,Internal
2025-12-07 11:08:43.611831665,1519,146.65,International
2025-12-14 00:57:01.356960535,1316,7.1,International
2025-12-07 05:40:21.221490145,2119,192.75,International
2025-12-23 00:58:35.483275414,2724,28.75,Internal
2025-12-26 00:33:15.345804930,2938,327.84,Internal
2025-12-15 08:31:45.514214754,3181,120.11,Internal
2025-12-21 06:52:04.023483276,581,161.21,International
2025-12-18 13:25:23.969405413,2985,141.4,Internal
2025-12-08 03:36:17.793829441,2370,100.49,International
2025-12-02 01:39:51.433977127,3010,237.68,Roaming
2025-12-27 07:47:06.745300770,1286,309.55,Internal
2025-12-29 17:21:23.215326548,3261,24.86,Internal
2025-12-12 15:31:00.245019913,3402,0.0,International
2025-12-08 16:01:31.262025118,1796,90.37,Internal
2025-12-21 05:42:30.866900444,1127,215.38,Internal
2025-12-19 08:24:02.738305330,703,0.0,Roaming
2025-12-05 23:56:03.973726749,3516,296.23,International
2025-12-06 22:20:49.394934893,853,0.0,Internal
2025-12-04 15:24:49.291365623,3376,0.0,Internal
2025-12-29 09:44:01.081181049,554,447.69,International
2025-12-14 02:29:11.657708883,1399,9.24,International
2025-12-30 07:10:34.399119377,2949,295.33,Internal
2025-12-15 18:22:37.949491501,2861,0.0,Roaming
2025-12-19 09:33:02.455999613,2352,396.48,Internal
2025-12-04 01:48:02.181087255,1373,19.09,Emergency
2025-12-13 15:19:20.541363001,1269,0.0,Internal
2025-12-07 00:11:58.473016500,1593,0.0,Internal
2025-12-19 13:50:50.528344869,1905,63.77,Internal
2025-12-27 07:09:08.659289837,1565,0.0,Internal
2025-12-30 06:28:13.204954624,2916,137.16,Internal
2025-12-23 09:22:30.835051775,1254,111.4,Internal
2025-12-05 15:29:41.225047588,1219,176.84,Internal
2025-12-12 09:01:18.106602669,1695,219.01,Internal
2025-12-03 00:25:53.951320887,1692,0.0,International
2025-12-01 11:24:08.761910677,3004,272.62,Internal
2025-12-05 21:44:49.591638088,1699,403.89,Internal
2025-12-08 21:42:45.276432276,973,133.47,Internal
2025-12-22 08:34:57.680398226,2283,287.23,Internal
2025-12-25 01:36:54.796525955,3267,341.28,Internal
2025-12-09 11:13:07.243171930,489,14.78,Internal
2025-12-10 02:51:47.481106043,1482,0.0,Internal
2025-12-11 08:00:37.339662313,3418,0.0,International
2025-12-27 16:26:18.639444351,3400,369.64,International
2025-12-20 00:20:37.189949989,138,400.29,International
2025-12-23 06:46:00.177474260,3106,69.59,International
2025-12-24 00:36:55.913199663,462,221.43,Internal
2025-12-26 00:12:12.199983120,2573,0.0,Internal
2025-12-17 16:12:50.380785942,245,0.0,Internal
2025-12-23 22:02:53.313596487,447,499.8,International
2025-12-04 20:31:17.496813536,1383,287.17,Internal
2025-12-13 01:57:40.844739437,1957,156.45,Internal
2025-12-08 12:23:38.879232645,2759,383.31,International
2025-12-11 02:56:04.226297379,466,145.94,Internal
2025-12-22 06:16:25.880095720,522,442.75,Roaming
2025-12-08 22:01:36.433353662,3424,0.0,International
2025-12-20 02:27:09.852651834,1505,270.99,International
2025-12-23 05:38:54.067910671,2818,186.58,International
2025-12-23 04:02:44.128545046,2994,0.0,Internal
2025-12-26 01:44:15.235599995,2130,6.37,International
2025-12-13 10:36:31.924858093,634,313.96,Internal
2025-12-23 01:51:05.908291817,390,0.0,International
2025-12-10 11:21:20.566552162,3213,139.83,Internal
2025-12-10 05:34:02.084252834,2771,382.65,Roaming
2025-12-16 01:14:02.466814280,3043,324.81,Internal
2025-12-28 10:50:43.960818529,3544,252.9,Internal
2025-12-09 17:54:20.468815088,3230,365.98,Emergency
2025-12-02 11:34:44.698481798,2872,432.2,Internal
2025-12-21 07:04:18.554471254,1375,71.78,Internal
2025-12-15 17:53:40.161191702,2123,12.28,Internal
2025-12-14 12:57:04.204033136,3478,237.48,Internal
2025-12-18 23:07:29.453202248,1051,101.69,International
2025-12-25 16:07:56.851474762,1973,323.74,Internal
2025-12-14 04:30:32.291256189,2871,13.88,Internal
2025-12-25 05:26:38.482103109,3279,368.95,International
2025-12-25 19:47:08.616593599,3358,226.27,Internal
2025-12-29 18:26:50.927265406,3376,313.87,International
2025-12-09 21:53:43.036234379,460,359.1,Internal
2025-12-24 09:30:37.759782791,1437,24.01,International
2025-12-19 02:48:11.510423898,136,343.79,Internal
2025-12-29 18:00:40.666618586,1905,0.0,Internal
2025-11-30 09:56:48.013102293,2876,306.84,Internal
2025-12-20 13:58:02.714696407,1464,0.0,International
2025-12-18 15:38:34.287478924,2911,356.19,Internal
2025-12-26 11:37:26.895197153,1809,465.21,Emergency
2025-12-12 11:04:09.846217394,2159,239.42,Internal
2025-12-29 11:55:01.067781925,3200,0.0,International
2025-12-07 23:08:19.193867683,2918,15.69,International
2025-12-02 03:08:58.744422674,2931,385.92,Internal
2025-12-15 06:08:33.294062376,3569,9.59,Internal
2025-12-12 06:23:24.332062006,284,339.97,International
2025-12-25 17:04:42.378352642,2002,70.76,Internal
2025-12-16 17:15:08.868503571,148,65.81,International
2025-12-21 20:56:50.609637022,1533,0.0,Internal
2025-12-15 18:35:11.565673828,1472,0.0,Emergency
2025-12-01 23:57:08.534079313,2131,382.47,Internal
2025-12-14 06:14:30.262931823,2050,211.02,Internal
2025-12-25 05:26:53.232903004,3417,249.05,International
2025-12-17 18:28:39.934726000,1883,201.46,International
2025-12-06 02:57:21.939217091,1159,320.7,Internal
2025-12-01 19:31:35.707489014,2037,482.54,International
2025-12-16 20:18:24.360517979,1954,,International
2025-12-20 06:35:16.937706232,2044,439.11,Internal
2025-12-22 06:09:50.807836533,2607,475.29,International
2025-12-25 19:33:08.003802061,2812,0.0,International
2025-12-08 22:05:55.441606283,3309,0.0,Internal
2025-12-19 11:27:36.390540123,1429,0.0,Internal
2025-12-06 06:48:15.692771673,2548,442.16,Internal
2025-12-01 04:56:30.368921041,1388,465.44,International
2025-12-16 16:36:13.741637468,3317,499.85,Roaming
2025-12-29 12:28:58.959044456,380,398.27,Internal
2025-12-18 02:58:45.755155325,2896,240.4,International
2025-12-20 16:03:24.352452517,2319,207.31,International
2025-12-18 00:44:42.443177938,1197,99.46,Internal
2025-12-11 17:38:33.611934900,914,453.65,International
2025-12-04 20:11:33.575826168,1549,0.0,Internal
2025-12-21 10:16:10.190667391,3012,20.97,Internal
2025-12-01 00:58:14.746092796,86,374.89,International
2025-12-07 13:20:42.536780596,764,427.03,International
2025-12-23 07:22:08.881670952,2015,0.0,International
2025-12-07 09:08:08.562369823,107,404.04,Roaming
2025-12-20 20:08:00.300064325,1079,84.59,International
2025-12-11 22:47:09.573559523,3293,0.0,Internal
2025-12-14 02:58:38.344638348,715,0.0,Internal
2025-12-09 01:51:33.579027176,2924,229.21,Internal
2025-12-29 20:36:23.760130882,1762,208.15,International
2025-12-29 13:32:37.590775013,1407,0.0,Emergency
2025-12-06 13:10:14.031852484,1824,91.13,Internal
2025-12-27 07:51:44.928539276,697,227.24,Internal
2025-12-18 01:11:06.649731636,2809,150.44,Internal
2025-12-29 21:16:34.521461486,3186,340.18,Emergency
2025-12-07 16:53:00.362984180,2738,41.33,Roaming
2025-12-08 11:54:38.584251642,2042,371.08,Internal
2025-12-26 21:03:19.159201145,1346,0.0,Roaming
2025-12-28 04:20:43.873019457,2711,0.0,Internal
2025-12-01 12:05:24.414931774,441,0.0,Internal
2025-12-26 04:45:28.281952381,3457,271.08,Emergency
2025-12-07 01:14:35.999005318,2211,304.18,Internal
2025-12-07 03:31:37.000489949,130,179.64,International
2025-12-18 11:03:53.704203606,2274,126.46,Roaming
2025-12-25 21:24:15.842743158,807,0.0,Emergency
2025-12-21 15:12:59.081103325,161,181.42,Internal
2025-12-20 22:44:12.192927122,751,391.85,Internal
2025-12-07 03:52:28.790152073,762,333.45,Internal
2025-12-16 02:41:34.624581814,2817,276.76,Internal
2025-12-19 20:15:32.003427982,728,194.28,Internal
2025-12-05 03:47:51.167345524,2000,315.86,Internal
2025-12-20 12:42:47.906071186,1149,53.76,International
2025-12-15 00:19:22.081383944,3063,367.83,Internal
2025-12-26 17:18:02.496610880,390,229.78,International
2025-12-12 12:57:10.664075613,53,60.95,Internal
2025-12-07 08:34:49.334506035,1551,158.11,International
2025-11-30 17:16:21.411638260,1173,65.26,International
2025-12-08 10:12:16.658041000,1452,235.11,Internal
2025-12-25 03:45:59.684529066,3265,170.94,Internal
2025-12-27 19:43:39.957190990,1224,466.16,Internal
2025-12-02 05:32:45.176053524,1086,0.0,Internal
2025-12-21 21:46:21.203911304,1311,0.0,Internal
2025-12-21 19:23:14.917787790,1187,145.88,Internal
2025-12-26 15:19:18.697233200,2427,452.37,Internal
2025-12-02 09:04:27.282582760,3146,471.83,Internal
2025-12-12 18:25:30.217756271,2313,0.0,Internal
2025-12-16 13:49:04.486933231,3273,442.2,Roaming
2025-12-04 11:53:50.608880281,2829,0.0,Internal
2025-12-16 06:56:16.966452599,3053,269.04,Internal
2025-12-26 22:00:34.020930290,3254,0.0,Internal
2025-12-06 05:17:07.591705561,2629,150.44,International
2025-12-29 04:56:55.800678015,242,444.23,Roaming
2025-12-19 05:43:44.118240595,3180,315.19,Internal
2025-12-25 22:05:47.027793169,3423,183.87,Internal
2025-12-07 09:15:13.827687979,2516,46.86,International
2025-12-03 01:43:16.541928291,97,0.0,Internal
2025-12-23 12:38:14.157474995,2456,0.0,Internal
2025-12-01 12:50:40.498208761,1439,74.81,International
2025-12-18 00:07:18.336483479,2177,276.3,International
2025-12-27 00:09:57.200839520,21,0.0,Emergency
2025-12-06 06:18:02.022501469,2663,6.11,Internal
2025-12-26 00:30:38.725708008,1688,295.05,International
2025-12-12 03:27:16.618773460,3363,0.0,International
2025-12-24 05:41:55.140199423,2846,255.79,International
2025-12-20 07:17:22.531620502,3567,260.97,Internal
2025-12-26 04:07:21.225988865,1226,434.04,Internal
2025-12-08 10:25:29.305527210,3274,425.17,International
2025-12-07 18:48:25.021207809,3093,228.16,Roaming
2025-12-09 13:28:45.934280634,3502,218.05,Internal
2025-12-30 03:39:57.651751280,904,0.0,Internal
2025-12-11 03:34:22.056011200,2271,31.31,Internal
2025-12-26 11:22:25.891889811,937,230.31,International
2025-12-03 13:52:44.215397835,3254,249.68,Internal
2025-12-18 05:15:35.435394764,1538,10.45,International
2025-12-28 12:06:57.486334562,2871,351.99,Internal
2025-12-15 23:34:09.968195200,2939,105.58,International
2025-12-22 20:12:33.657601357,610,247.82,International
2025-12-22 01:33:29.613808393,3190,6.59,International
2025-12-11 21:57:56.862481117,1650,138.52,Internal
2025-12-28 21:57:15.656519651,85,285.42,Internal
2025-12-15 04:52:16.922550201,3334,288.08,Internal
2025-12-03 01:48:55.344974756,985,193.13,Internal
2025-12-15 13:39:11.137747526,2428,151.95,Internal
2025-12-19 20:56:19.437660217,274,212.59,Internal
2025-12-15 16:50:33.055559397,3391,112.65,Internal
2025-12-15 04:48:15.390793085,2458,270.85,Internal
2025-12-22 22:14:53.672556162,506,453.42,International
2025-11-30 18:26:32.610064268,2946,259.51,Internal
2025-12-24 15:15:52.848718882,2249,0.0,International
2025-12-16 00:26:16.219627380,2797,38.94,Internal
2025-12-10 22:04:13.621727943,1486,235.0,International
2025-12-17 14:18:37.907997847,3166,117.9,Internal
2025-12-08 04:36:29.123014688,2717,204.5,International
2025-12-05 13:18:14.116425514,1995,234.93,Internal
2025-12-12 17:33:56.332455397,489,0.0,Internal
2025-11-30 20:57:48.399084806,1210,0.0,Internal
2025-12-27 04:33:15.879179478,3345,306.88,Internal
2025-12-10 16:43:01.838828325,2841,0.0,Emergency
2025-12-24 23:28:43.078356743,1799,69.76,Internal
2025-12-21 13:12:37.946892977,357,178.73,Emergency
2025-12-14 06:47:14.612507820,896,307.27,International
2025-12-10 23:48:33.971039772,1573,0.0,International
2025-12-16 05:38:53.541929245,2880,129.74,International
2025-12-14 07:20:01.814620733,109,254.01,Roaming
2025-12-10 22:06:16.005616426,1615,0.0,International
2025-12-02 21:55:59.276757956,869,0.0,International
2025-12-07 12:40:06.820786715,1667,0.0,Internal
2025-12-08 15:32:53.064192057,270,221.23,Internal
2025-12-09 00:01:33.332534552,613,155.35,Emergency
2025-12-09 21:30:15.194485426,889,275.88,Internal
2025-12-15 19:25:25.509709120,1524,27.53,Internal
2025-12-04 21:27:48.677061319,525,431.77,International
2025-12-06 07:45:41.974232197,2299,72.82,Internal
2025-12-29 00:48:52.856794119,338,223.35,Internal
2025-12-12 10:14:15.619847536,1203,387.85,Internal
2025-12-21 23:35:57.882372618,3426,460.72,Internal
2025-12-08 23:33:47.248028755,396,39.37,Internal
2025-12-24 07:41:41.602391005,2446,211.3,Internal
2025-12-25 17:09:50.907901525,2651,328.25,Internal
2025-12-10 00:56:13.560170174,2659,264.43,Roaming
2025-12-21 02:36:31.685074806,1543,0.0,Internal
2025-12-24 03:54:57.329220772,2110,0.0,Internal
2025-12-05 12:50:48.734685183,2880,217.03,Internal
2025-12-12 18:21:57.723469257,3061,0.0,Emergency
2025-12-04 13:36:39.392397881,2529,155.86,Internal
